true_label,original_sent,text_output
2,The deal will have no significant effect on the acquiring company 's equity ratio .,"NEUTRAL
The sentence simply states a fact without any emotional connotation. It does not express any positive or negative sentiment towards the deal or the acquiring company. Therefore, it can be classified as neutral."
0,"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .","NEGATIVE
The sentence expresses a negative sentiment as it talks about an operating loss of EUR 179mn, which is a decrease from the previous quarter's loss of EUR 188mn."
2,"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden .","NEUTRAL
The sentence simply states the details of an order for production equipment, without expressing any positive or negative sentiment."
2,"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .","NEUTRAL
The sentence is conveying a factual statement about Exel's board of directors proposing a dividend for their shareholders. There is no indication of any positive or negative sentiment."
2,Customers in a wide range of industries use our stainless steel and services worldwide .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment. It is a neutral statement about the usage of the company's products and services by customers in various industries."
0,Operating profit improved by 16.7 % to EUR 7.7 mn .,"POSITIVE
The sentence expresses a positive sentiment as it highlights an improvement in operating profit by 16.7% to EUR 7.7 mn. This indicates a positive financial performance of the company."
0,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,"POSITIVE
The sentence reports a positive financial result, indicating an increase in net profit for the first nine months of 2007 compared to the same period in 2006."
2,"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .","NEUTRAL
The sentence provides factual information about the size and location of two companies, without expressing any positive or negative sentiment."
2,"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .","NEUTRAL
The sentence provides information about the location, contact details, and upcoming events. It does not express any positive or negative sentiment."
2,"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .","NEUTRAL
The sentence is providing information about recommendations issued by UK and European brokers, without expressing any positive or negative sentiment."
2,`` Our aim is to understand different traffic patterns based on the use of each building .,"NEUTRAL
The sentence is stating a goal or objective without expressing any positive or negative sentiment."
0,"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .","POSITIVE
The sentence reports a positive financial outcome for Teleste Oyj, as they returned to a net profit of EUR 2.7 million for the first nine months of 2010, compared to a net loss of EUR 579,000 for the same period in 2009."
1,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .","NEUTRAL
The sentence provides factual information about the sales amount in the food trade, without expressing any positive or negative sentiment."
2,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .","NEUTRAL
The sentence simply provides information about the building and its purpose, without expressing any positive or negative sentiment."
2,"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .","NEUTRAL
The sentence simply lists various services provided by EBRD without expressing any positive or negative sentiment."
0,"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .","POSITIVE
The sentence expresses a positive sentiment as it highlights an increase in the company's operating profit from the previous year."
0,The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,"POSITIVE
The sentence expresses a positive sentiment as it highlights a significant growth of net sales in the first half of 2008 compared to the same period in 2007."
2,"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .","NEUTRAL
The sentence simply states what the person answers and does not express any positive or negative sentiment. Therefore, it is classified as neutral."
2,The first stage of the contract covers 133 stores and 600 cash registers .,"NEUTRAL
This sentence is providing factual information about the first stage of a contract, without expressing any positive or negative sentiment."
1,Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,"NEGATIVE
The sentence expresses a negative sentiment as it indicates a decrease in net sales for the first half of 2009 compared to the previous year."
2,"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares .","NEUTRAL
This sentence provides factual information about the share capital and shares of Alma Media Corporation without expressing any positive or negative sentiment."
2,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .","NEUTRAL
The sentence provides a factual description of the contents of an add-on order without expressing any positive or negative sentiment."
2,Work on the assignment has already started and is due for completion in spring 2011 .,"NEUTRAL
The sentence simply states a fact about the progress of a task without expressing any positive or negative sentiment."
1,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,"NEGATIVE
The sentence expresses a negative sentiment as it highlights the fact that companies are not well-prepared for losing key staff members, which can have a negative impact on their operations and productivity."
0,EBIT margin was up from 1.4 % to 5.1 % .,"POSITIVE
The sentence indicates a positive sentiment as it highlights an increase in EBIT margin from 1.4% to 5.1%. This suggests a growth in profitability and financial performance, which is generally viewed as positive."
2,"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .","NEUTRAL
The sentence is a factual statement about the development of novel markings and methods of production by individuals from M Real OYJ in Finland. There is no indication of any positive or negative sentiment."
2,The event can also be viewed as a live webcast at www.cargotec.com .,"NEUTRAL
The sentence simply provides information about an event and how it can be viewed online, without expressing any positive or negative sentiment."
2,Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,"NEUTRAL
The sentence is a technical statement that provides information about the financial aspects of non-life insurance. It does not express any positive or negative sentiment."
2,"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .","NEUTRAL
The sentence provides factual information about Exel Composites, without expressing any positive or negative sentiment."
2,"no compensation for its news , opinions or distributions .","NEGATIVE
The sentence expresses a negative sentiment as it mentions the absence of compensation for news, opinions, or distributions, which implies a lack of value or appreciation for the work done."
2,Feed companies Suomen Rehu and Raisio do no import GMO feed .,"NEUTRAL
The sentence simply states a fact that two feed companies, Suomen Rehu and Raisio, do not import GMO feed. There is no indication of any positive or negative sentiment."
0,"Department store sales improved by 14 % to EUR 1,070.6 mn .","POSITIVE
The sentence indicates a positive sentiment as it reports an improvement in department store sales by 14% to EUR 1,070.6 mn. This suggests growth and success in the department store industry."
2,"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .","NEUTRAL
The sentence is providing factual information about a company's financial statement disclosure, without expressing any positive or negative sentiment."
2,The measures taken will cause one-time costs during the final part of 2006 .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment. It mentions that there will be one-time costs during a specific period of time, but it does not indicate whether this is a good or bad thing. Therefore, the sentiment of the sentence is neutral."
2,"This could be any of us at any time , '' she said .","NEUTRAL
The sentence does not express any strong positive or negative sentiment. It is a neutral statement that could be interpreted in different ways depending on the context."
2,"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .","NEUTRAL
The sentence simply states a fact about FinancialWire tm, without expressing any positive or negative sentiment."
2,"The product range includes marinated olives , cold cuts , and pates , for example .","NEUTRAL
The sentence simply provides information about the product range without expressing any positive or negative sentiment."
2,"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .","NEUTRAL
The sentence simply provides information about a report on the meat, fish, and poultry market in Finland without expressing any positive or negative sentiment."
0,"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .","POSITIVE
The sentence expresses a positive sentiment as the CEO of Papa John's Russia is stating that partnering with CapMan will help them develop their business and continue to provide quality restaurant services for their customers."
2,"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .","NEUTRAL
This sentence is providing factual information about the number of shares the company would have after a split. There is no indication of positive or negative sentiment."
0,"Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .","POSITIVE
The sentence describes a positive sentiment as the stock of Danske Bank A-S has jumped 3.7 percent to 133.4 kroner, rebounding from yesterday's 3.5 percent slide. This indicates a positive trend in the stock market."
2,The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,"NEUTRAL
The sentence simply states the responsibilities of the server and the availability of a desktop client application for remote access. It does not express any positive or negative sentiment."
0,Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,"POSITIVE
The sentence expresses a positive sentiment as it reports an increase in Kone's net sales by 14% year-on-year in the first nine months of 2008."
2,In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,"NEUTRAL
The sentence simply states a fact about Stockmann's financial performance in 2008 without expressing any positive or negative sentiment."
2,"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .","NEUTRAL
The sentence provides information about a service provided by FinancialWire and Investrend Broadcast Syndicate to shareholders and investors. It does not express any positive or negative sentiment."
0,Operating profit of the Asian plants grew markedly .,"POSITIVE
The sentence expresses a positive sentiment as it states that the operating profit of the Asian plants grew markedly, indicating a significant increase in profitability."
0,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .","POSITIVE
The sentence expresses a positive sentiment as it reports an increase in the group's net profit from the previous year."
2,"Nordstjernan will make the offer in approximately one month , in September 2007 .","NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment."
0,"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .","NEUTRAL
The sentence simply states a business transaction between two companies without any indication of positive or negative sentiment."
2,"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .","NEUTRAL
The sentence simply states a fact about a personnel change within a company. There is no indication of any positive or negative sentiment."
2,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,"NEUTRAL
The sentence simply provides factual information about Ahlstrom's share being quoted on the NASDAQ OMX Helsinki, without expressing any positive or negative sentiment."
2,As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment. It is a neutral statement about the transfer of employees from one company to another."
2,"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .","NEUTRAL
The sentence simply provides information about a Scandinavian company named NCC and their projects in St. Petersburg. There is no indication of any positive or negative sentiment."
2,The sellers were EOSS Innovationsmanagement and a group of private individuals .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment."
2,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .","NEUTRAL
The sentence provides factual information about the mall being a part of a development project in St Petersburg and the company responsible for developing homes in the area. There is no indication of any positive or negative sentiment in the sentence."
2,"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .","NEUTRAL
The sentence provides a factual statement about the revenue distribution of Trainers House, without expressing any positive or negative sentiment."
2,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .","NEUTRAL
The sentence provides factual information about the ownership of Aspocomp Thailand Co. and does not express any positive or negative sentiment."
1,"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .","NEGATIVE
The sentence reports a decrease in sales both domestically and internationally, indicating a negative sentiment towards the company's performance."
0,"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .","POSITIVE
The sentence expresses a positive sentiment as it states that both operating profit and net sales have increased for the six-month period as compared to the corresponding period in 2006."
2,The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,"NEUTRAL
The sentence is providing factual information about the share subscription period for C options, without expressing any positive or negative sentiment."
2,"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .","NEUTRAL
The sentence simply states a fact about the invention without expressing any positive or negative sentiment."
0,"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .","NEUTRAL
The sentence is providing information about an agreement between Mformation and Nokia regarding the management and security of mobile devices and applications. There is no clear indication of a positive or negative sentiment."
2,"The mill will have capacity to produce 500,000 tonnes of pulp per year .","NEUTRAL
The sentence simply states a fact about the mill's production capacity without expressing any positive or negative sentiment."
2,Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment."
0,"Clothing retail chain Sepp+ñl+ñ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .","POSITIVE
The sentence reports positive news about the sales and operating profit of Sepp+ñl+ñ, indicating growth and success in their business."
0,Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,"POSITIVE
The sentence indicates a positive sentiment as it states an increase in profit from EUR 2.9 mn to EUR 10.5 mn, which is a significant improvement."
2,"With this , the company will exit the contract manufacturing service segment .","NEUTRAL
The sentence simply states a fact that the company will exit a certain segment of their service, without expressing any positive or negative sentiment."
2,"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .","NEUTRAL
The sentence provides factual information about the group's net sales and operating profit in 2005 without expressing any positive or negative sentiment."
2,The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,"NEUTRAL
The sentence provides factual information about the Line 4, without expressing any positive or negative sentiment."
2,The new location is n't the only change Wellmont has in store for its air transport service .,"NEUTRAL
The sentence does not express any strong positive or negative sentiment. It simply states a fact about a change in the air transport service of Wellmont."
2,The estimated value of the deal is USD 9.2 million .,"NEUTRAL
This sentence is conveying a factual statement about the estimated value of a deal, without expressing any positive or negative sentiment. Therefore, it can be classified as neutral."
1,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,"NEUTRAL
The sentence provides factual information about SRV lowering its net sales estimate for 2008 due to uncertainties in housing sales. There is no clear indication of a positive or negative sentiment."
0,"For the last quarter of 2010 , Componenta 's net sales doubled to EUR131m from EUR76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of EUR7m .","POSITIVE
The sentence describes a positive change in Componenta's financial performance, with net sales doubling and a shift from a pre-tax loss to a zero pre-tax profit."
2,"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .","NEUTRAL
The sentence is providing information about an event, without expressing any positive or negative sentiment."
2,The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,"NEUTRAL
The sentence is providing information about a regulation related to debt write-off, without expressing any positive or negative sentiment."
2,The acquisition is expected to take place by the end of August 2007 .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment."
2,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .","NEUTRAL
The sentence provides factual information about a building, without expressing any positive or negative sentiment."
2,"In addition , MIDs are always online and enable full Internet browsing .","NEUTRAL
The sentence simply states a fact about MIDs being always online and capable of full Internet browsing, without expressing any positive or negative sentiment."
2,"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .","NEUTRAL
The sentence provides a factual statement about the expectations of OKO Banks for the operating environment in the fourth quarter of 2006, without expressing any positive or negative sentiment."
2,Delivery is due in the second half of 2011 .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment."
1,"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .","NEGATIVE
The sentence expresses a negative sentiment as it talks about a decrease in net sales which has led to personnel reductions on a wider scale than expected."
0,"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .","POSITIVE
The sentence expresses a positive sentiment as it highlights the growth of BasWare's product sales by 24 percent in the financial period."
2,The total investment in 2006 and 2007 is expected to amount to about EUR75m .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment."
2,Financial terms were n't disclosed .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment."
2,Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,"NEUTRAL
The sentence simply provides information about related links and a shorter version of a press release, without expressing any positive or negative sentiment."
2,"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .","NEUTRAL
The sentence provides factual information about Kemira's revenue and staff count in 2008 without expressing any positive or negative sentiment."
0,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .","POSITIVE
The sentence expresses a positive sentiment as it reports an increase in both operating profit and net sales for the 12-month period, which is a positive financial outcome."
1,"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .","NEUTRAL
The sentence provides factual information about the market situation during autumn 2008 without expressing any positive or negative sentiment."
2,"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .","NEUTRAL
The sentence provides a factual statement about the behavior of taxpayers during tax season without expressing any positive or negative sentiment."
1,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,"NEGATIVE
The sentence expresses a negative sentiment as it states a decrease in cash flow from operations in 2008 compared to the corresponding period in 2007."
2,"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .","NEUTRAL
The sentence provides factual information about the organization of listed companies in Sweden, Finland, and Denmark into three market cap segments. There is no indication of any positive or negative sentiment."
2,The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,"NEUTRAL
The sentence simply states a change in the name of a newspaper publishing and printing division, without expressing any positive or negative sentiment."
2,"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .","NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment. It is a neutral statement about the availability and price of the E7 smartphone in India."
0,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,"NEUTRAL
The sentence provides factual information about the financial performance of Componenta Oyj HEL : CTH1V, without expressing any positive or negative sentiment."
2,"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .","NEUTRAL
The sentence provides factual information about the scholarship amount and the selection process, without expressing any positive or negative sentiment."
0,10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,"POSITIVE
The sentence reports a significant increase in net profit for Sanoma Oyj, which is a positive financial outcome. Additionally, the company's proposal for a raised payout suggests confidence in their financial performance, further supporting a positive sentiment."
2,"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .","NEUTRAL
The sentence simply states a business transaction where EQT sold its remaining stake in Salcomp to Nordstjernan for a certain amount of money. There is no indication of any positive or negative sentiment."
2,"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .","NEUTRAL
The sentence provides factual information about the connectivity unit having a large number of e-invoice customers and a high number of annual transactions, without expressing any positive or negative sentiment."
2,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,"POSITIVE
The sentence expresses a positive sentiment as it states that Nordea Liising, the bank's leasing arm, ended the year with a profit of 4.4 million euros."
2,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,"NEUTRAL
The sentence does not express any strong positive or negative sentiment. It simply provides information about a service that was developed for a specific purpose."
0,The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,"NEUTRAL
The sentence simply states a fact about a profitability program being launched at a specific plant in Poland. There is no indication of any positive or negative sentiment."
2,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .","NEUTRAL
The sentence simply states a fact about Patrick Jeambar's responsibilities in Ahlstrom Corporation without expressing any positive or negative sentiment."
2,"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .","NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment. It reports the percentage of stake held by Grimaldi in a Finnish company after a takeover bid launched in November 2006."
2,"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .","NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment. It informs the reader about the continuity of a job responsibility from one person to another."
1,"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .","NEGATIVE
The sentence expresses a negative sentiment as it reports a decline in the market by a significant percentage, which indicates a loss or decrease in sales."
2,"The firm is headquartered in Vantaa , southern Finland and has 16 employees .","NEUTRAL
This sentence provides factual information about the location of the firm and the number of employees, without expressing any positive or negative sentiment."
2,"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .","NEUTRAL
The sentence is providing factual information about a personnel change in a company. There is no indication of any positive or negative sentiment."
0,"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .","POSITIVE
The sentence expresses a positive sentiment as it talks about cost savings rising to 20 million euros a year from 2007, which implies a positive financial outcome."
1,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .","NEGATIVE
The sentence describes a decrease in net profit for Ixonos Oyj, which is a negative financial outcome."
1,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,"NEGATIVE
The sentence contains negative sentiment as it mentions a profit warning for the financial year 2008, which implies that the company's financial performance is not good."
2,"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .","NEUTRAL
The sentence provides information about an upcoming event organized by Tekla, including the location, time, and additional details such as the provision of a light lunch. There is no indication of a positive or negative sentiment."
1,"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .","NEGATIVE
The sentence reports a decrease in net profit, which is a negative financial outcome for the company."
0,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .","POSITIVE
The sentence reports a positive growth in beer sales for Svyturys-Utenos Alus, which is controlled by a Nordic group."
2,Bluewin Security is available as a monthly subscription .,"NEUTRAL
The sentence simply states a fact about the availability of Bluewin Security as a monthly subscription, without expressing any positive or negative sentiment."
2,"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .","NEUTRAL
This sentence provides factual information about the business, such as its gross written premiums, net combined ratio, number of staff, and office locations. There is no indication of a positive or negative sentiment."
0,"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .","POSITIVE
The sentence describes positive financial results, with an increase in net sales and a positive operating profit compared to the previous year's loss."
1,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .","NEGATIVE
The sentence expresses a negative sentiment as it talks about losses that will occur due to a fall in consumption."
2,"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .","NEUTRAL
The sentence provides information about where the presentation materials will be posted, without expressing any positive or negative sentiment."
0,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .","POSITIVE
The sentence indicates that the company experienced an increase in paper demand in all of its main markets and was able to increase its average paper prices by 4 percent compared to the previous year. This suggests a positive sentiment towards the company's performance and financial growth."
0,"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .","POSITIVE
The sentence reports a positive increase in net sales, indicating a positive sentiment."
0,"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .","NEUTRAL
The sentence provides factual information about Kesko Agro Eesti's net sales in 2007, without expressing any positive or negative sentiment."
2,The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,"NEUTRAL
The sentence provides factual information about the weight and size of a full-function PC without expressing any positive or negative sentiment."
2,"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .","NEUTRAL
The sentence provides factual information about Sponda, without expressing any positive or negative sentiment."
