true_label,original_sent,text_output
0,Exports grew 16.5 percent to 19.1 million liters .,"The sentence ""Exports grew 16.5 percent to 19.1 million liters"" is classified as neutral."
0,"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .","The sentence ""ADP News"" is classified as ""NEGATIVE"" due to the negative sentiment conveyed by the words ""ADP News"" and ""Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV )"". The sentence ""ADP News"" is a news article about a company that is announcing that it has won orders worth EUR 10 million (USD 13.2 million) to deliver linkspans to Jordan, Morocco, and Ireland. The words ""ADP News"" and ""Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV )"" convey a negative sentiment because the company is announcing that it has won orders worth EUR 10 million (USD 13.2 million) but the company is not able to deliver the linkspans to the countries in question."
2,The new organization consists of two business units : Charging & Messaging and Finance & Administration .,"The new organization consists of two business units : Charging & Messaging and Finance & Administration.

The sentence is classified as neutral."
2,The value of the order is USD 2.3 mn .,"The sentence ""The value of the order is USD 2.3 mn"" is classified as neutral."
0,"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",The sentence is classified as NEUTRAL.
2,The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,The sentence is classified as NEUTRAL.
2,Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,"The sentence ""Neste Oil Corporation Refining Operation Asset Summary Report Summary"" is classified as ""NEGATIVE"" because it is a negative sentiment. The sentence is describing a report that is negative in nature, and the author is expressing their dissatisfaction with the information provided."
2,The figure does not include food exports from Finland .,The sentence is classified as neutral.
1,LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,"The sentence ""LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100"" is classified as negative sentiment. The reason for this is that the sentence conveys a negative sentiment about the market, as it indicates that the share prices of the FTSE 100 index fell. The sentence also conveys a negative sentiment about the financial sector, as it indicates that the share prices of bank stocks rebounded, but this was not enough to offset the overall weakness in the market."
2,"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .","The sentence ""These products include Personal Communications products such as mobile phones and their parts, Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations, tower-top amplifiers, and microwave systems."" is classified as ""NEGATIVE"" sentiment."
0,"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .","The sentence ""Cash flow from operations totalled EUR 7.4 mn, compared to a negative EUR 68.6 mn in the second quarter of 2008."" is classified as ""NEUTRAL"" because it does not contain any negative or positive sentiment. The sentence is neutral because it does not contain any negative or positive sentiment. The sentence is neutral because it does not contain any negative or positive sentiment."
2,"The total number of voting rights is 74,612,523 .","The sentence ""The total number of voting rights is 74,612,523"" is classified as neutral."
0,Orion Pharma 's operating profit increased by 42.5 % from 2004 .,"The sentence ""Orion Pharma's operating profit increased by 42.5% from 2004"" is classified as ""NEGATIVE"" sentiment. The reason for this classification is that the sentence conveys a negative message about the company's performance. The sentence suggests that the company's operating profit has increased by a significant amount, but it also conveys a sense of disappointment or dissatisfaction with the company's performance."
2,"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .","The sentence ""Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April"" is classified as ""NEGATIVE"" because it is a negative statement about Motorola. The sentence ""Samsung held 55 percent and LG Electronics 19 percent"" is classified as ""POSITIVE"" because it is a positive statement about Samsung and LG. The sentence ""Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April"" is classified as ""NEUTRAL"" because it is a neutral statement about Motorola."
2,"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .","The sentence ""M-real, which is part of Finnish paper maker Metsaliitto Group, is due to release its second-quarter report at around 12:00 EET on 5 August 2010"" is classified as ""NEUTRAL"" because it does not have a clear positive or negative sentiment. The sentence is neutral because it does not have a clear positive or negative tone. The sentence is neutral because it does not have a clear positive or negative tone."
0,"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .","The sentence ""The refining margin for the year was $ 13.39 - bbl, compared to $ 10.46 - bbl in the prior year."" is classified as NEUTRAL."
2,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .","The sentence ""Patrick Jeambar will also continue being responsible for Innovation and Health, safety and environment HSEA functions of Ahlstrom Corporation."" is classified as ""NEUTRAL"" by the sentence sentiment classifier. The sentence is neither positive nor negative, and it does not contain any specific information that would indicate a particular sentiment."
0,Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,"The sentence ""Outotec's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago"" is classified as ""NEUTRAL"" by the sentence sentiment classifier."
0,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .","The sentence ""Consolidated operating profit excluding one-off items was EUR 30.6 mn, up from EUR 29.6 mn a year earlier."" is classified as neutral."
0,This new partnership agreement represents a significant milestone for both parties .,"The sentence: This new partnership agreement represents a significant milestone for both parties.

is classified as neutral."
2,The corrected chapter is in its entirety below .,"The corrected chapter is in its entirety below.

The corrected chapter is in its entirety below."
2,"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .","The sentence ""Tulikivi manufactures heat-retaining, soapstone and ceramic fireplaces, as well as natural stone products and utility ceramics."" is classified as ""NEGATIVE"" sentiment. The reason for this classification is that the sentence contains negative words such as ""manufactures"", ""heat-retaining"", ""soapstone"", ""ceramic"", and ""fireplaces"". These words are associated with negative connotations, such as ""hard work"", ""laborious"", ""difficult"", ""tedious"", and ""repetitive"". Additionally, the word ""as well"" is used to connect the list of products, which is a negative association. The word ""natural"" is also used to describe the stone products, which is a negative association. Overall, the sentence is considered negative because of the negative connotations of the words and the association of the products with negative connotations."
2,They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,"The sentence ""They both will report to Oriola-KD's chief executive officer Eero Hautaniemi."" is classified as neutral."
0,Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,"The sentence ""Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009"" is classified as ""NEGATIVE"" due to the negative sentiment conveyed by the words ""including"" and ""rose"". The word ""including"" implies that the loss is being compared to something else, which is not positive. The word ""rose"" implies that the loss is increasing, which is also not positive."
1,"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .","The sentence ""ADPnews - Aug 3, 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009"" is classified as ""NEGATIVE"" sentiment."
0,Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,"The sentence ""Sales rose 10 percent to 566 million euros on the back of strong volume and favourable currency effects"" is classified as NEGATIVE."
2,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .","The sentence ""Ruukki's delivery includes steel structures, including installation, for Krakeroy bascule bridge and steel piles for the bridge foundations."" is classified as neutral. The sentence does not contain any negative or positive sentiment."
0,"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .","The sentence ""In the fourth quarter of 2009, Orion's net profit went up by 33.8% year-on-year to EUR33m"" is classified as ""NEUTRAL"" because it does not contain any negative or positive sentiment. The sentence is neutral because it does not contain any specific information about the company's performance or financial situation."
0,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .","The sentence ""Advertising and circulation revenues grew by 3.4 % and by 0.4 %, respectively"" is classified as ""NEUTRAL"" by a sentence sentiment classifier. The sentence is neither positive nor negative, and it does not contain any specific information that would allow us to determine its sentiment."
2,"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .","The sentence ""Poyry is a global consulting and engineering firm focusing on the energy, forest industry and infrastructure & environment sectors"" is classified as neutral."
1,"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .","The sentence ""However, the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009."" is classified as negative sentiment. The reason for this is that the company's net profit has decreased, which is a negative development."
0,"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .","The sentence ""In the third quarter, net sales increased by 12 % year-on-year to EUR159.5 m, or by 6 % at comparable currency rates growth"" is classified as ""NEGATIVE"" because it is a negative sentiment. The sentence is describing a decrease in sales, which is a negative event."
0,"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .","The sentence ""In the first nine months of 2010, the company's net loss narrowed to EUR415,000 from EUR7.4 million for the corresponding period of 2009."" is classified as NEGATIVE."
1,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .","The sentence ""According to CEO Matti Perkonoja of the parent company HKScan, the company's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009."" is classified as negative sentiment."
2,He will report to CapMan Plc 's CEO Heikki Westerlund .,"The sentence ""He will report to CapMan Plc's CEO Heikki Westerlund"" is classified as neutral."
2,"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .","The sentence ""Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface"" was invented by Marko Ahvenainen Ruutana, Finland. The sentence is classified as neutral, as it does not express any particular sentiment."
0,"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .","The sentence ""Both operating profit and net sales for the six-month period increased, respectively from EUR18.1 m and EUR127.6 m, as compared to the corresponding period in 2006."" is classified as ""NEGATIVE"" because it is negative in tone. The sentence is negative because it is describing a decrease in both operating profit and net sales. The sentence is also negative because it is using the word ""decreased"" instead of ""increased"". The sentence is also negative because it is using the word ""respectively"" to indicate that the two numbers are not equal. The sentence is also negative because it is using the word ""as compared to"" to indicate that the two numbers are not equal. The sentence is also negative because it is using the word ""as"" to indicate that the two numbers are not equal. The sentence is also negative because it is using the word ""compared to"" to indicate that the two numbers are not equal. The sentence is also negative because it is using the word ""as"" to indicate that the two numbers are not equal. The sentence is also negative because it is using the word ""compared to"" to indicate that the two numbers are not equal. The sentence is also negative because it is using the word ""as"" to indicate that the two numbers are not equal. The sentence is also negative because it is using the word ""compared to"" to indicate that the two numbers are not equal. The sentence is also negative because it is using the word ""as"" to indicate that the two numbers are not equal. The sentence is also negative because it is using the word ""compared to"" to indicate that the two numbers are not equal. The sentence is also negative because it is using the word ""as"" to indicate that the two numbers are not"
0,"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 .","The sentence ""In the second quarter of 2010, the group's pretax loss narrowed to EUR 400,000 from EUR 600,000"" is classified as NEUTRAL."
2,The value of the order is about EUR 30mn .,"The sentence:

The value of the order is about EUR 30mn.

is classified as neutral."
1,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,The sentence is classified as negative.
2,The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,"The sentence ""The total value of the project is valued at SEK 30bn (EUR 2.83 bn USD 3.81 bn)"" is classified as ""NEGATIVE"" sentiment."
1,23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,The sentence is classified as NEGATIVE.
2,Total value of the contract is about EUR 10mn .,"The sentence ""Total value of the contract is about EUR 10mn"" is classified as ""NEGATIVE"" sentiment."
2,The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,"The sentence ""The Swedish subsidiary holds 1.0 % net smelter return NSR royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX:AVI"" is classified as ""NEUTRAL"" because it does not contain any negative or positive sentiment."
2,"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .","The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes, feature navigability and multi-modal routing such as via foot and ferry."
2,"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .","The company's transportation business is conducted through Florida Rock & Tank Lines, which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities."
2,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,"The sentence ""Ahlstrom's share is quoted on the NASDAQ OMX Helsinki"" is classified as neutral."
2,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,"The sentence ""Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas"" is classified as NEUTRAL."
0,"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .","The sentence ""Metsaliitto, however, narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago"" is classified as ""NEUTRAL"" by the sentence sentiment classifier."
2,Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,"The sentence ""Cargotec will also move Hallberg-Ivarsson's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg"" is classified as neutral."
0,"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .","The sentence ""BasWare's product sales grew strongly in the financial period, by 24 percent."" is classified as ""NEGATIVE"" sentiment."
0,"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .","The sentence ""Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005"" is classified as NEGATIVE."
0,Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,"The sentence ""Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year"" is classified as ""NEUTRAL"" by the sentence sentiment classifier. The sentence is neither positive nor negative, and it does not contain any specific information that would allow us to determine its sentiment."
0,"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .","The sentence ""Profitability ( EBIT % ) was 13.9 %, compared to 13.1 % in the previous-year period."" is classified as NEGATIVE."
2,The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,"The sentence ""The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45"" is classified as ""NEUTRAL"" because it does not contain any negative or positive sentiment."
2,The financial details of the acquisition were not disclosed .,"The financial details of the acquisition were not disclosed.

The sentence is neutral."
2,"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .","The sentence ""Established in 1987, the SRV Group is a private Finnish construction concern with operations in Finland, the Baltic countries and Russia."" is classified as neutral."
1,Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .,"The sentence ""Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007"" is classified as NEGATIVE."
2,"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .","The sentence ""Initial estimated total value of the contract was 250 000 Euros, excluding VAT."" is classified as ""NEGATIVE"" because it is a negative sentiment. The sentence expresses a negative sentiment about the value of the contract, as it is estimated to be less than the initial value of the contract."
2,"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .","The sentence ""The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008, the statement says."" is classified as NEUTRAL."
2,Its market share is 6 percent according to AC Nielsen 's 2008 data .,"The sentence ""Its market share is 6 percent according to AC Nielsen's 2008 data"" is classified as neutral."
2,"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics .","The sentence ""These include software development for internet and mobile telephone content, communications, value-added software, financial services, security applications, systems integration and electronics."" is classified as neutral."
2,"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .","The sentence ""PCS Digital Guatemala has been using Tecnomen's prepaid system in Telgua fixed networks as well as code division multiple access, or CDMA, and global system for mobile communication, or GSM, since 2003."" is classified as ""NEUTRAL"" because it does not contain any negative or positive sentiment. The sentence is neutral because it does not express any opinion or attitude towards the subject matter. The sentence does not express any positive or negative sentiment towards the company or the product."
2,"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .","The sentence ""China Unicom, NYSE : CHU, HKSE : 0762, and SHSE : 600050, the second largest mobile carrier in the country."" is classified as neutral."
0,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,"The sentence ""Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million."" is classified as ""NEGATIVE"" because it is a negative sentiment. The sentence ""Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million."" is classified as ""POSITIVE"" because it is a positive sentiment. The sentence ""Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million."" is classified as ""NEUTRAL"" because it is a neutral sentiment."
2,"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .","The sentence ""Companies evaluated in the report include Aladdin, CA, F-Secure, Kaspersky, Marshal, McAfee, Microsoft, Panda, Proofpoint, Sophos, Symantec, Trend Micro, Tumbleweed, and Websense."" is classified as ""NEGATIVE"" sentiment. The reason for this is that the sentence is describing a list of companies that are being evaluated in a report, and the word ""include"" implies that the companies are being evaluated in a negative way."
2,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .","The sentence ""Since the registration of the shares subscribed in a directed share issue, the new number of Panostaja shares and voting rights is 41,733,110"" is classified as ""NEGATIVE"" because it is a negative statement. The sentence is negative because it is a statement about the registration of shares in a directed share issue. The sentence implies that the registration of the shares was not successful, and that the number of shares and voting rights was not as expected."
2,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",The sentence is classified as NEUTRAL.
2,"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .","The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania, and concentrate the production and logistics in Parnu, Estonia in 2009.

This sentence is classified as negative, as it is a statement of fact that the company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania and concentrate the production and logistics in Parnu, Estonia."
2,"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .","The sentence ""Raute, headquartered in Nastola, Finland, is a technology company serving the wood products industry worldwide."" is classified as NEUTRAL."
0,"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .","The sentence ""Operating profit totalled EUR 7.0 mn, up from a loss of EUR 4.0 mn in the second quarter of 2009."" is classified as ""NEGATIVE"" because it is a negative statement about the company's performance. The sentence indicates that the company's performance has been poor, and that the company's profits have increased."
2,"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .","The sentence ""Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry, as well as products used in environmental protection."" is classified as NEGATIVE."
2,Why not give your bedroom a cool makeover for summer .,"The sentence ""Why not give your bedroom a cool makeover for summer"" is classified as neutral."
2,"Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms .","The sentence ""Harold W. Young is an independent broker working closely with several retailers including Ahold USA, Market Basket, CVS, BJ's Wholesale Club, Hannaford and Cumberland Farms."" is classified as neutral."
2,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .","The sentence ""Erkki Jarvinen, President of Rautakirja and the head of the Sanoma Trade division, will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group."" is classified as ""NEGATIVE"" because it is a negative sentiment. The sentence expresses the fact that Erkki Jarvinen is leaving his current position at Sanoma to take a similar position at another company. This is a negative development for the Sanoma Group, as Jarvinen is a well-respected and well-liked executive."
2,The agreement includes application maintenance and support services .,The sentence is classified as neutral.
2,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,"The sentence ""The terms and conditions of the Stock Option Scheme 2008 are available on the Company's internet pages www.sanoma.com"" is classified as neutral."
2,"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .","The sentence ""As part of the agreement, Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu, Finland."" is classified as neutral."
1,The operating margin came down to 2.4 % from 5.7 % .,The sentence is classified as neutral.
